Description,CRCItemID,ERMaterials,LeadTime,PartsPerUnit,CostPerFactor,DLCostPerFactor,EstimatePerFactor,UseBy,OrderBY,PressFactor,CollatorFactor,OfflineFactor,ProdType,ItemType,ReportType,Color,Size,SubWT,ReOrderPoint,Cycle,PVGLCode,PRGLCode,ReqReport,Vendor_ItemID,Vendor_qty,DateLastPriceChange,LastPriceChangePO,Valueation,New_Item_Type,Old_Item_Type,BidID,CostingLink,Inventoryable
"BOND 12# WHT 10                                   ","8222010731  ",T,1,0.0092,0.96,0.00,1.0269,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","10        ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",360,2011-08-02 13:39:13.007,"2-050863  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 12# WHT 12 1/2                               ","8222010761  ",T,1,0.0092,0.87,0.00,0.715,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","12 1/2    ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",471,2012-10-17 14:47:03.590,"2-052067  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 12# WHT 12 1/4                               ","8222010751  ",T,1,0.0092,0.87,0.00,0.715,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","12 1/4    ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 12# WHT 15 1/2                               ","8222010781  ",T,1,0.0092,0.87,0.00,0.715,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","15 1/2    ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",0,2011-08-02 13:39:16.533,"2-051003  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 12# WHT 8 1/2                                ","8222010701  ",T,1,0.0092,0.8825,0.00,0.7225,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","8 1/2     ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 12# WHT 9 1/2                                ","8222010711  ",T,1,0.0092,0.8825,0.00,0.7225,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","12        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BLU 10                                   ","8222010811  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",350,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BLU 12 1/2                               ","8222010821  ",T,1,0.01155,0.93,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2012-08-28 11:49:44.190,"2-052067  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BLU 12 1/4                               ","8222010861  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","12 1/4    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BLU 15 1/2                               ","8222010831  ",T,1,0.01155,0.895,0.00,0.6525,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,2012-01-03 18:25:41.527,"2-051841  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BLU 17 1/2                               ","            ",T,1,1,0.89,0.00,0.86,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","17 1/2    ","15        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"BOND 15# BLU 19                                   ","8212011061  ",T,1,0.01155,0.89,0.00,0.6525,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","BLU ","19        ","15        ",0," ","40200-2-30          ","40200-1-30          ",F,"            ",680,2011-08-02 13:39:08.880,"2-051662  ",NULL,NULL,NULL,NULL,NULL,1
"BOND 15# BLU 8 1/2                                ","8222010805  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","8 1/2     ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BUF 12 1/2                               ","8222010841  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BUF ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BUF 15 1/2                               ","8222010851  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BUF ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# BUF 19                                   ","            ",T,1,0.01155,0.89,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BUF ","19        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# CAN 10                                   ","8222011071  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","CAN ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2012-08-02 10:24:53.227,"2-051451  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# CAN 11 5/8                               ","8222011081  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","CAN ","11 5/8    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# CAN 12 1/2                               ","8222011101  ",T,1,0.01155,0.91,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","CAN ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2012-12-20 13:05:51.860,"2-052067  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# CAN 15 1/2                               ","8222011121  ",T,1,0.01155,0.895,0.00,0.6525,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","CAN ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,2012-11-02 09:56:28.320,"2-051451  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# CAN 9 7/8                                ","            ",T,1,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","CAN ","9 7/8     ","15        ",-1," ","                    ","                    ",T,"            ",1,NULL,"          ","          ","      ","          ","          ","                    ",1
"BOND 15# GRD 10                                   ","8222011141  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRD ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",F,"            ",350,2011-12-22 12:26:00.643,"2-051598  ",NULL,"BND   ","BOND      ",NULL,NULL,0
"BOND 15# GRD 12 1/2                               ","8222011151  ",T,1,0.01155,0.895,0.00,0.6525,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRD ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2012-11-08 13:07:55.073,"2-052047  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRD 15 1/2                               ","8222011161  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRD ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",F,"            ",440,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,0
"BOND 15# GRN 10                                   ","8222011191  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",350,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 12 1/2                               ","8222011201  ",T,1,0.01155,0.895,0.00,0.81,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2013-07-19 09:39:35.017,"2-052380  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 15 1/2                               ","8222011211  ",T,1,0.01155,0.93,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 17 1/2                               ","8222011221  ",T,1,0.01155,0.89,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","17 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 22                                   ","8222011231  ",T,1,0.01155,0.89,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","22        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 23 1/4                               ","8222011241  ",T,1,0.01155,0.89,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","23 1/4    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 7 5/8                                ","8222011171  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","7 5/8     ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# GRN 8 1/2                                ","8222011181  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","GRN ","8 1/2     ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# PNK 10                                   ","8222011431  ",T,1,0.01155,0.9075,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","PNK ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",368,2013-05-07 16:04:47.237,"2-052304  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# PNK 12 1/2                               ","8222011441  ",T,1,0.01155,0.895,0.00,0.905,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","PNK ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2013-04-08 13:28:22.277,"2-052222  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# PNK 12 1/4                               ","8222011461  ",T,1,0.01155,0.895,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","PNK ","12 1/4    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",346,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# PNK 15 1/2                               ","            ",T,1,1,0.895,0.00,0.6825,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","PNK ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,2012-01-03 18:25:51.860,"2-051326  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# PNK 17 1/2                               ","8222011481  ",T,1,0.01155,0.89,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","PNK ","17 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 10                                   ","8222011581  ",T,1,0.01155,0.87,0.00,0.87,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","10        ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",368,2013-04-08 11:18:27.813,"2-052269  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 12 1/2                               ","8222011601  ",T,1,0.01155,0.81,0.00,0.8695,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","12 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",460,2013-04-23 10:19:57.797,"2-052279  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 12 1/4                               ","            ",T,0,1,0.815,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","12 1/4    ","15        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",171,2011-08-02 13:40:36.120,"2-051675  ",NULL,NULL,NULL,NULL,NULL,1
"BOND 15# WHT 14 7/8                               ","            ",T,1,0.01155,0.815,0.00,0.595,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","14 7/8    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 15 1/2                               ","8222011621  ",T,1,0.01155,0.815,0.00,0.625,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","15 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",515,2012-08-31 12:07:56.770,"2-052072  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 17 1/2                               ","8222011631  ",T,1,0.01155,0.765,0.00,0.625,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","17 1/2    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"222992      ",644,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 18 1/2                               ","            ",T,0,1,0.81,0.00,0.675,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","ELEC      ","WHT ","18 1/2    ","15        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",668,2012-11-08 13:09:42.167,"2-052072  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 19                                   ","            ",T,0,1,0.81,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","19        ","15        ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",700,2012-09-11 09:02:41.553,"2-051974  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 19 3/4                               ","8222011649  ",T,1,0.01155,0.81,0.00,0.625,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","19 3/4    ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",368,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 8                                    ","8222011542  ",T,1,0.01155,0.8275,0.00,0.6025,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","8         ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 8 1/2                                ","8222011551  ",T,1,0.01155,0.8275,0.00,0.6325,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","8 1/2     ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 9 1/2                                ","8222011561  ",T,1,0.01155,0.8275,0.00,0.6025,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","9 1/2     ","15        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 15# WHT 9 1/4                                ","            ",T,0,1,0.8275,0.00,0.6025,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","9 1/4     ","15        ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 18# WHT 14 5/8                               ","8222011665  ",T,1,0.0145,0.585,0.00,0.555,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","14 5/8    ","18        ",0,NULL,"40200-2-30          ","40200-1-30          ",T,NULL,530,2011-08-16 11:07:57.533,"2-051608  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 18# WHT 14 7/8                               ","8222011663  ",T,1,0.0145,0.585,0.00,0.555,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","14 7/8    ","18        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,540,2011-08-25 10:52:17.160,"2-051608  ",NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 18# WHT 18                                   ","            ",F,0,1,0.5885,0.00,0.5885,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","ELEC      ","WHT ","18        ","18        ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"BOND 18# WHT 18 1/2                               ","8222011664  ",T,1,0.01155,0.555,0.00,0.555,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","18 1/2    ","18        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 18# WHT 9                                    ","8222011651  ",T,1,0.0097,0.5625,0.00,0.5625,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9         ","18        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"BOND 18# WHT 9 1/4                                ","8222011651  ",T,1,0.0097,0.5625,0.00,0.5625,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","9 1/4     ","18        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",347,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 20# BLU  9 1/2                               ","8222011731  ",T,1,0.0154,0.8225,0.00,0.6325,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","9 1/2     ","20        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 20# BLU 10                                   ","8222011741  ",T,1,0.0154,0.8225,0.00,0.6325,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","10        ","20        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 20# BLU 12 1/2                               ","8222011771  ",T,1,0.0154,0.81,0.00,0.625,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","12 1/2    ","20        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"BOND 20# BLU 15 1/2                               ","8222011800  ",T,1,0.01152,0.81,0.00,0.47,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","BLU ","15 1/2    ","20        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
